Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW06,9,2018,March,48.2,31.1,70.5,139.3
Queens West,QW09,9,2018,March,48.0,40.4,75.4,187.3
Staten Island,SI01,9,2018,March,45.5,37.3,68.3,171.8
Staten Island,SI02,9,2018,March,47.0,42.2,66.5,180.6
Staten Island,SI03,9,2018,March,48.6,45.2,73.1,191.3
Brooklyn North,BKN01,11,2016,May,38.9,44.4,47.5,169.4
Brooklyn North,BKN02,11,2016,May,45.0,33.2,54.5,155.2
Brooklyn North,BKN03,11,2016,May,31.9,31.4,39.2,130.9
Brooklyn North,BKN04,11,2016,May,37.2,31.2,59.6,160.8
Brooklyn North,BKN05,11,2016,May,27.0,22.0,39.7,105.3
Brooklyn North,BKN08,11,2016,May,39.5,41.2,53.9,172.2
Brooklyn North,BKN09,11,2016,May,33.4,32.1,40.2,135.5
Brooklyn North,BKN16,11,2016,May,26.8,21.0,32.5,105.6
Brooklyn North,BKN17,11,2016,May,34.5,28.9,55.7,139.9
Brooklyn South,BKS06,11,2016,May,60.4,48.4,84.8,234.8
Brooklyn South,BKS07,11,2016,May,49.7,60.9,67.1,226.3
Brooklyn South,BKS10,11,2016,May,53.1,55.6,74.0,243.4
Brooklyn South,BKS11,11,2016,May,44.7,48.1,62.3,199.3
Brooklyn South,BKS12,11,2016,May,38.0,51.9,43.2,162.5
Brooklyn South,BKS13,11,2016,May,35.6,40.4,50.0,161.3
Brooklyn South,BKS14,11,2016,May,37.1,37.3,54.2,148.3
Brooklyn South,BKS15,11,2016,May,44.1,50.1,61.5,197.5
Brooklyn South,BKS18,11,2016,May,38.3,42.0,66.7,180.8
Bronx,BX01,11,2016,May,19.9,19.0,25.3,78.1
Bronx,BX02,11,2016,May,33.9,31.4,54.2,151.2
Bronx,BX03,11,2016,May,26.5,26.1,41.3,109.2
Bronx,BX04,11,2016,May,30.3,28.1,45.8,130.3
Bronx,BX05,11,2016,May,31.4,28.5,52.4,136.2
Bronx,BX06,11,2016,May,36.9,37.1,41.1,162.0
Bronx,BX07,11,2016,May,35.5,32.6,58.8,160.5
Bronx,BX08,11,2016,May,47.0,47.5,78.6,211.2
Bronx,BX09,11,2016,May,26.9,21.4,38.6,104.9
Bronx,BX10,11,2016,May,44.9,41.5,65.8,201.4
Bronx,BX11,11,2016,May,38.2,35.2,53.5,162.4
Bronx,BX12,11,2016,May,42.6,34.0,69.8,191.0
Manhattan,MN01,11,2016,May,56.1,43.7,74.0,186.0
Manhattan,MN02,11,2016,May,53.4,38.6,82.4,169.7
Manhattan,MN03,11,2016,May,37.0,43.6,43.6,167.1
Manhattan,MN04,11,2016,May,51.2,33.4,81.9,161.0
Manhattan,MN05,11,2016,May,45.4,31.1,60.5,133.6
Manhattan,MN06,11,2016,May,50.2,33.9,75.9,156.2
Manhattan,MN07,11,2016,May,55.7,42.7,79.3,181.9
Manhattan,MN08,11,2016,May,54.9,42.6,79.6,178.5
Manhattan,MN09,11,2016,May,44.2,59.2,47.8,212.9
Manhattan,MN10,11,2016,May,37.4,37.5,55.2,169.9
Manhattan,MN11,11,2016,May,31.3,42.7,32.9,135.7
Manhattan,MN12,11,2016,May,40.3,45.0,60.4,189.4
Queens East,QE07,11,2016,May,44.7,48.0,62.4,203.2
Queens East,QE08,11,2016,May,39.8,30.1,49.7,130.2
Queens East,QE10,11,2016,May,46.9,44.4,85.0,227.9
Queens East,QE11,11,2016,May,51.7,63.3,86.2,289.4
Queens East,QE12,11,2016,May,36.1,37.7,62.3,177.7
Queens East,QE13,11,2016,May,45.4,41.4,87.3,235.7
Queens East,QE14,11,2016,May,32.8,31.8,38.7,132.0
Queens West,QW01,11,2016,May,45.8,50.1,73.6,207.8
Queens West,QW02,11,2016,May,47.3,52.4,67.9,221.3
Queens West,QW03,11,2016,May,36.8,32.1,57.8,152.9
Queens West,QW04,11,2016,May,36.1,33.2,52.7,149.6
Queens West,QW05,11,2016,May,52.9,49.3,83.1,248.4
Queens West,QW06,11,2016,May,47.1,30.1,71.3,141.3
Queens West,QW09,11,2016,May,46.1,41.7,72.7,210.9
Staten Island,SI01,11,2016,May,46.2,45.6,79.1,231.9
Staten Island,SI02,11,2016,May,45.1,51.5,79.8,225.3
Staten Island,SI03,11,2016,May,46.5,53.9,84.1,237.5
Brooklyn North,BKN01,11,2017,May,33.0,44.1,46.3,129.2
Brooklyn North,BKN02,11,2017,May,38.7,34.1,55.6,119.5
Brooklyn North,BKN03,11,2017,May,26.5,31.4,42.4,100.0
Brooklyn North,BKN04,11,2017,May,31.0,31.3,62.5,121.0
Brooklyn North,BKN05,11,2017,May,22.3,21.6,41.2,81.5
Brooklyn North,BKN08,11,2017,May,33.9,41.9,55.0,134.4
Brooklyn North,BKN09,11,2017,May,28.2,32.7,44.1,102.3
Brooklyn North,BKN16,11,2017,May,21.5,21.1,36.8,75.9
Brooklyn North,BKN17,11,2017,May,29.1,27.6,58.2,109.2
Brooklyn South,BKS06,11,2017,May,53.7,47.7,82.3,179.9
Brooklyn South,BKS07,11,2017,May,42.6,45.2,69.7,176.0
Brooklyn South,BKS10,11,2017,May,46.1,54.3,74.1,189.7
Brooklyn South,BKS11,11,2017,May,38.1,45.0,62.6,149.3
Brooklyn South,BKS12,11,2017,May,32.5,46.5,42.7,129.1
Brooklyn South,BKS13,11,2017,May,30.7,43.1,47.2,128.9
Brooklyn South,BKS14,11,2017,May,31.3,36.6,50.3,118.5
Brooklyn South,BKS15,11,2017,May,37.7,48.2,60.4,152.6
Brooklyn South,BKS18,11,2017,May,32.1,38.8,70.1,137.6
Bronx,BX01,11,2017,May,16.5,19.1,25.9,62.0
Bronx,BX02,11,2017,May,28.6,31.1,56.0,117.7
Bronx,BX03,11,2017,May,21.5,23.6,34.6,84.0
Bronx,BX04,11,2017,May,25.3,28.7,46.6,101.6
Bronx,BX05,11,2017,May,26.2,27.3,51.2,105.7
Bronx,BX06,11,2017,May,30.9,34.4,43.8,120.5
Bronx,BX07,11,2017,May,29.9,32.3,60.3,124.5
Bronx,BX08,11,2017,May,40.5,44.7,76.2,163.5
Bronx,BX09,11,2017,May,22.0,21.3,40.5,80.3
Bronx,BX10,11,2017,May,38.6,40.8,66.2,153.8
Bronx,BX11,11,2017,May,31.9,33.4,53.9,123.7
Bronx,BX12,11,2017,May,36.2,32.9,71.0,146.0
Manhattan,MN01,11,2017,May,50.2,42.8,72.6,147.7
Manhattan,MN02,11,2017,May,48.0,36.8,80.9,137.7
Manhattan,MN03,11,2017,May,31.8,42.9,45.2,131.0
Manhattan,MN04,11,2017,May,44.8,31.9,81.0,125.8
Manhattan,MN05,11,2017,May,39.5,29.3,60.5,105.7
Manhattan,MN06,11,2017,May,44.5,32.5,74.1,124.2
Manhattan,MN07,11,2017,May,50.0,39.8,80.7,145.9
Manhattan,MN08,11,2017,May,48.9,40.1,78.6,142.3
Manhattan,MN09,11,2017,May,38.3,57.8,49.7,162.8
Manhattan,MN10,11,2017,May,31.7,38.9,57.0,133.2
Manhattan,MN11,11,2017,May,26.4,40.9,31.9,105.0
Manhattan,MN12,11,2017,May,34.7,45.2,58.9,148.2
Queens East,QE07,11,2017,May,38.2,46.8,62.1,156.1
Queens East,QE08,11,2017,May,34.0,29.0,51.8,101.6
Queens East,QE10,11,2017,May,40.6,43.2,88.8,176.9
Queens East,QE11,11,2017,May,47.2,60.9,86.2,210.1
Queens East,QE12,11,2017,May,30.2,36.0,65.6,135.8
Queens East,QE13,11,2017,May,38.5,38.0,90.3,178.1
Queens East,QE14,11,2017,May,27.5,30.2,41.8,102.8
Queens West,QW01,11,2017,May,39.3,49.6,71.3,160.2
Queens West,QW02,11,2017,May,40.4,51.1,69.8,167.6
Queens West,QW03,11,2017,May,31.1,32.5,61.5,118.1
Queens West,QW04,11,2017,May,31.5,33.7,60.0,120.2
Queens West,QW05,11,2017,May,46.5,46.8,85.5,186.7
Queens West,QW06,11,2017,May,41.0,29.6,72.9,110.4
Queens West,QW09,11,2017,May,39.6,40.1,75.3,161.5
Staten Island,SI01,11,2017,May,40.0,44.6,83.1,175.2
Staten Island,SI02,11,2017,May,38.6,50.5,81.5,172.7
Staten Island,SI03,11,2017,May,39.7,51.8,88.1,180.0
Brooklyn North,BKN01,11,2018,May,33.0,45.9,46.3,128.8
Brooklyn North,BKN02,11,2018,May,38.6,34.1,56.8,112.1
Brooklyn North,BKN03,11,2018,May,26.2,32.7,43.6,98.4
Brooklyn North,BKN04,11,2018,May,31.2,31.8,64.8,122.0
Brooklyn North,BKN05,11,2018,May,22.3,21.9,40.4,81.7
Brooklyn North,BKN08,11,2018,May,33.2,41.8,54.2,130.3
Brooklyn North,BKN09,11,2018,May,28.1,33.9,44.9,104.5
Brooklyn North,BKN16,11,2018,May,21.2,20.6,34.2,73.9
Brooklyn North,BKN17,11,2018,May,28.9,27.3,58.1,107.8
Brooklyn South,BKS06,11,2018,May,52.7,46.2,78.9,176.6
Brooklyn South,BKS07,11,2018,May,43.3,44.8,67.5,167.9
Brooklyn South,BKS10,11,2018,May,46.5,52.5,76.9,196.1
Brooklyn South,BKS11,11,2018,May,38.3,44.6,61.9,149.8
Brooklyn South,BKS12,11,2018,May,33.0,44.8,43.7,129.3
Brooklyn South,BKS13,11,2018,May,30.5,40.6,48.7,123.0
Brooklyn South,BKS14,11,2018,May,31.4,35.4,49.1,117.2
Brooklyn South,BKS15,11,2018,May,37.8,46.8,60.7,145.7
Brooklyn South,BKS18,11,2018,May,32.0,37.7,69.3,137.5
Bronx,BX01,11,2018,May,16.4,19.2,25.7,61.1
Bronx,BX02,11,2018,May,28.8,33.4,56.9,118.0
Bronx,BX03,11,2018,May,21.6,25.6,36.9,84.3
Bronx,BX04,11,2018,May,25.2,28.1,46.9,100.2
Bronx,BX05,11,2018,May,25.3,25.9,48.6,101.1
Bronx,BX06,11,2018,May,31.2,36.0,46.3,124.2
Bronx,BX07,11,2018,May,30.1,33.4,61.9,124.7
Bronx,BX08,11,2018,May,41.0,44.1,79.1,161.0
Bronx,BX09,11,2018,May,22.1,21.4,41.4,80.5
Bronx,BX10,11,2018,May,39.1,39.1,71.5,146.2
Bronx,BX11,11,2018,May,32.7,33.9,55.7,115.4
Bronx,BX12,11,2018,May,37.4,32.9,74.8,132.0
Manhattan,MN01,11,2018,May,49.6,45.9,75.0,141.5
Manhattan,MN02,11,2018,May,47.9,37.4,80.8,136.0
Manhattan,MN03,11,2018,May,31.6,43.0,45.0,126.5
Manhattan,MN04,11,2018,May,43.7,33.8,76.3,119.3
Manhattan,MN05,11,2018,May,39.6,31.8,59.5,105.2
Manhattan,MN06,11,2018,May,44.1,34.2,75.1,120.2
Manhattan,MN07,11,2018,May,49.8,41.9,79.2,143.0
Manhattan,MN08,11,2018,May,48.9,42.2,78.4,141.0
Manhattan,MN09,11,2018,May,38.7,58.9,50.1,164.8
Manhattan,MN10,11,2018,May,31.8,38.8,53.3,129.6
Manhattan,MN11,11,2018,May,26.2,42.2,31.8,105.9
Manhattan,MN12,11,2018,May,34.5,44.3,58.0,144.1
Queens East,QE07,11,2018,May,39.3,46.6,63.2,147.1
Queens East,QE08,11,2018,May,34.4,28.2,50.5,98.9
Queens East,QE10,11,2018,May,39.5,39.6,86.1,177.6
Queens East,QE11,11,2018,May,46.6,58.6,87.2,210.7
Queens East,QE12,11,2018,May,29.6,34.0,63.9,133.0
Queens East,QE13,11,2018,May,40.6,37.4,91.5,157.8
Queens East,QE14,11,2018,May,27.9,31.4,41.7,96.4
Queens West,QW01,11,2018,May,38.8,47.0,70.9,158.0
Queens West,QW02,11,2018,May,40.0,50.1,68.6,155.7
Queens West,QW03,11,2018,May,30.9,30.9,60.1,117.3
Queens West,QW04,11,2018,May,31.8,34.1,60.9,121.5
Queens West,QW05,11,2018,May,46.0,44.7,83.0,191.0
Queens West,QW06,11,2018,May,41.1,28.7,73.1,111.2
Queens West,QW09,11,2018,May,40.4,37.9,74.3,149.5
Staten Island,SI01,11,2018,May,39.6,43.5,76.4,169.0
Staten Island,SI02,11,2018,May,38.0,48.2,75.8,169.0
Staten Island,SI03,11,2018,May,38.9,50.1,84.0,175.7
Brooklyn North,BKN01,5,2016,November,38.2,46.8,39.9,177.0
Brooklyn North,BKN02,5,2016,November,45.4,31.2,52.8,151.6
Brooklyn North,BKN03,5,2016,November,31.5,33.8,33.6,137.7
Brooklyn North,BKN04,5,2016,November,36.4,34.0,50.7,166.8
Brooklyn North,BKN05,5,2016,November,28.0,25.4,35.1,118.1
Brooklyn North,BKN08,5,2016,November,39.8,46.2,46.9,187.1
Brooklyn North,BKN09,5,2016,November,33.2,29.8,42.2,137.8
Brooklyn North,BKN16,5,2016,November,25.9,24.3,28.5,107.3
Brooklyn North,BKN17,5,2016,November,36.1,28.0,58.5,153.9
Brooklyn South,BKS06,5,2016,November,61.9,46.2,78.9,234.6
Brooklyn South,BKS07,5,2016,November,50.5,44.9,74.2,245.0
Brooklyn South,BKS10,5,2016,November,55.1,54.2,74.2,265.8
Brooklyn South,BKS11,5,2016,November,45.3,45.2,64.6,215.0
Brooklyn South,BKS12,5,2016,November,38.1,53.4,33.8,177.5
Brooklyn South,BKS13,5,2016,November,36.0,39.4,41.2,162.2
Brooklyn South,BKS14,5,2016,November,37.5,32.1,47.5,147.5
Brooklyn South,BKS15,5,2016,November,44.7,46.6,60.8,210.3
Brooklyn South,BKS18,5,2016,November,40.1,32.2,55.6,167.3
Bronx,BX01,5,2016,November,19.3,17.2,22.4,73.8
Bronx,BX02,5,2016,November,32.5,25.6,42.9,142.1
Bronx,BX03,5,2016,November,25.5,23.1,33.1,103.2
Bronx,BX04,5,2016,November,30.0,27.1,39.0,127.1
Bronx,BX05,5,2016,November,31.2,26.9,47.3,133.1
Bronx,BX06,5,2016,November,35.0,33.3,37.1,146.7
Bronx,BX07,5,2016,November,35.9,30.1,52.9,161.9
Bronx,BX08,5,2016,November,48.6,43.5,73.6,214.4
Bronx,BX09,5,2016,November,26.5,23.0,32.2,110.6
Bronx,BX10,5,2016,November,46.7,41.5,68.6,218.0
Bronx,BX11,5,2016,November,39.3,33.3,52.8,175.5
Bronx,BX12,5,2016,November,43.6,32.4,71.6,205.6
Manhattan,MN01,5,2016,November,57.0,45.2,70.0,187.1
Manhattan,MN02,5,2016,November,53.2,36.5,74.6,166.5
Manhattan,MN03,5,2016,November,36.1,42.5,38.2,158.8
Manhattan,MN04,5,2016,November,50.3,32.0,74.2,153.9
Manhattan,MN05,5,2016,November,46.0,30.8,57.0,133.7
Manhattan,MN06,5,2016,November,50.6,33.0,69.0,156.7
Manhattan,MN07,5,2016,November,56.2,41.2,74.3,183.5
Manhattan,MN08,5,2016,November,55.3,41.7,74.8,178.5
Manhattan,MN09,5,2016,November,43.3,54.5,45.1,204.2
Manhattan,MN10,5,2016,November,36.9,36.0,45.3,164.9
Manhattan,MN11,5,2016,November,31.5,41.2,30.0,134.2
Manhattan,MN12,5,2016,November,39.6,42.0,53.9,182.3
Queens East,QE07,5,2016,November,46.9,45.2,61.6,230.2
Queens East,QE08,5,2016,November,42.7,26.7,43.3,142.0
Queens East,QE10,5,2016,November,52.0,35.6,74.6,215.3
Queens East,QE11,5,2016,November,52.3,46.4,70.3,258.5
Queens East,QE12,5,2016,November,39.6,32.4,62.8,203.8
Queens East,QE13,5,2016,November,43.9,32.2,74.9,191.2
Queens East,QE14,5,2016,November,33.2,30.1,37.5,138.3
Queens West,QW01,5,2016,November,47.2,47.3,84.4,224.5
Queens West,QW02,5,2016,November,48.8,51.4,77.6,239.3
Queens West,QW03,5,2016,November,38.0,31.2,61.3,165.1
Queens West,QW04,5,2016,November,37.0,32.8,54.0,159.6
Queens West,QW05,5,2016,November,55.8,47.3,83.2,277.0
Queens West,QW06,5,2016,November,50.4,28.6,74.3,157.5
Queens West,QW09,5,2016,November,48.2,39.6,74.8,241.4
Staten Island,SI01,5,2016,November,48.6,37.4,63.4,213.4
Staten Island,SI02,5,2016,November,46.7,41.7,64.1,208.4
Staten Island,SI03,5,2016,November,49.1,44.1,66.6,228.0
Brooklyn North,BKN01,5,2017,November,32.3,53.0,44.1,134.8
Brooklyn North,BKN02,5,2017,November,40.0,34.0,57.1,117.3
Brooklyn North,BKN03,5,2017,November,26.9,39.5,41.2,107.6
Brooklyn North,BKN04,5,2017,November,30.7,38.2,56.7,127.1
Brooklyn North,BKN05,5,2017,November,23.6,28.5,39.9,91.7
Brooklyn North,BKN08,5,2017,November,35.1,51.6,53.4,148.7
Brooklyn North,BKN09,5,2017,November,28.3,32.0,48.6,103.3
Brooklyn North,BKN16,5,2017,November,21.1,24.8,31.9,80.6
Brooklyn North,BKN17,5,2017,November,31.0,29.1,66.6,116.3
Brooklyn South,BKS06,5,2017,November,55.9,47.4,85.9,181.3
Brooklyn South,BKS07,5,2017,November,44.5,56.0,77.8,184.9
Brooklyn South,BKS10,5,2017,November,49.7,58.2,86.4,210.1
Brooklyn South,BKS11,5,2017,November,40.1,47.0,72.7,160.7
Brooklyn South,BKS12,5,2017,November,33.1,56.8,41.6,139.1
Brooklyn South,BKS13,5,2017,November,30.7,40.6,51.5,125.2
Brooklyn South,BKS14,5,2017,November,32.9,34.6,55.4,118.2
Brooklyn South,BKS15,5,2017,November,39.3,49.8,67.7,162.9
Brooklyn South,BKS18,5,2017,November,34.8,35.8,66.6,125.2
Bronx,BX01,5,2017,November,15.5,17.9,24.8,56.6
Bronx,BX02,5,2017,November,26.7,32.2,51.8,104.9
Bronx,BX03,5,2017,November,20.3,23.4,33.6,76.6
Bronx,BX04,5,2017,November,24.7,27.1,45.4,96.5
Bronx,BX05,5,2017,November,26.4,27.4,52.1,104.0
Bronx,BX06,5,2017,November,29.7,32.8,44.0,112.2
Bronx,BX07,5,2017,November,30.1,33.1,61.0,121.9
Bronx,BX08,5,2017,November,42.7,44.8,81.6,164.7
Bronx,BX09,5,2017,November,21.9,25.5,38.3,84.4
Bronx,BX10,5,2017,November,40.1,42.8,73.0,162.2
Bronx,BX11,5,2017,November,33.8,33.2,63.8,134.2
Bronx,BX12,5,2017,November,38.3,35.0,82.2,155.5
Manhattan,MN01,5,2017,November,51.2,45.7,76.5,145.2
Manhattan,MN02,5,2017,November,49.1,39.0,84.3,137.4
Manhattan,MN03,5,2017,November,30.9,42.7,42.3,123.1
Manhattan,MN04,5,2017,November,44.2,33.4,79.2,119.0
Manhattan,MN05,5,2017,November,39.9,31.2,63.0,103.1
Manhattan,MN06,5,2017,November,44.8,35.2,76.7,120.5
Manhattan,MN07,5,2017,November,50.9,43.0,83.6,143.8
Manhattan,MN08,5,2017,November,50.0,43.6,80.8,141.6
Manhattan,MN09,5,2017,November,37.2,55.8,47.8,154.1
Manhattan,MN10,5,2017,November,31.6,40.3,54.9,129.1
Manhattan,MN11,5,2017,November,26.3,41.8,32.0,101.8
Manhattan,MN12,5,2017,November,33.5,45.0,57.6,137.9
Queens East,QE07,5,2017,November,42.3,49.7,68.8,166.6
Queens East,QE08,5,2017,November,38.4,30.3,50.3,105.9
Queens East,QE10,5,2017,November,45.3,39.3,81.2,165.9
Queens East,QE11,5,2017,November,49.8,53.2,77.8,186.8
Queens East,QE12,5,2017,November,34.7,35.8,71.7,144.5
Queens East,QE13,5,2017,November,39.0,36.2,83.5,143.3
Queens East,QE14,5,2017,November,28.7,34.2,44.8,109.1
Queens West,QW01,5,2017,November,41.0,50.6,83.3,169.3
Queens West,QW02,5,2017,November,42.1,54.0,79.1,178.3
Queens West,QW03,5,2017,November,31.9,34.1,67.6,122.5
Queens West,QW04,5,2017,November,32.6,36.6,67.1,126.3
Queens West,QW05,5,2017,November,50.4,51.8,92.5,204.2
Queens West,QW06,5,2017,November,45.5,31.3,73.4,116.7
Queens West,QW09,5,2017,November,42.8,43.6,82.7,174.4
Staten Island,SI01,5,2017,November,42.7,39.3,76.6,159.2
Staten Island,SI02,5,2017,November,41.4,44.2,74.0,155.3
Staten Island,SI03,5,2017,November,44.8,46.6,80.1,170.6
Brooklyn North,BKN01,5,2018,November,31.9,51.7,43.5,129.8
Brooklyn North,BKN02,5,2018,November,39.2,32.7,57.7,108.8
Brooklyn North,BKN03,5,2018,November,25.6,37.5,40.1,101.5
Brooklyn North,BKN04,5,2018,November,30.3,38.0,59.5,124.4
Brooklyn North,BKN05,5,2018,November,22.7,26.3,40.1,87.5
Brooklyn North,BKN08,5,2018,November,34.3,50.7,55.0,142.3
Brooklyn North,BKN09,5,2018,November,27.7,31.9,49.8,104.0
Brooklyn North,BKN16,5,2018,November,20.3,23.8,32.7,73.7
Brooklyn North,BKN17,5,2018,November,31.0,29.1,68.9,117.7
Brooklyn South,BKS06,5,2018,November,54.5,46.5,81.6,174.2
Brooklyn South,BKS07,5,2018,November,44.9,45.5,80.5,177.3
Brooklyn South,BKS10,5,2018,November,49.8,56.9,87.6,216.0
Brooklyn South,BKS11,5,2018,November,40.2,46.7,73.2,157.3
Brooklyn South,BKS12,5,2018,November,33.5,54.9,42.3,135.4
Brooklyn South,BKS13,5,2018,November,30.9,41.4,50.6,121.9
Brooklyn South,BKS14,5,2018,November,32.8,34.6,55.2,113.8
Brooklyn South,BKS15,5,2018,November,39.9,48.8,71.1,152.8
Brooklyn South,BKS18,5,2018,November,34.7,32.8,68.8,123.1
Bronx,BX01,5,2018,November,15.7,18.3,24.6,57.5
Bronx,BX02,5,2018,November,26.2,29.0,51.8,102.9
Bronx,BX03,5,2018,November,20.1,22.4,35.2,75.4
Bronx,BX04,5,2018,November,24.4,27.4,47.2,94.2
Bronx,BX05,5,2018,November,25.0,25.1,48.9,97.7
Bronx,BX06,5,2018,November,29.5,31.7,43.2,115.2
Bronx,BX07,5,2018,November,29.9,32.4,61.7,120.0
Bronx,BX08,5,2018,November,42.2,41.8,80.0,156.1
Bronx,BX09,5,2018,November,21.6,24.7,39.5,82.9
Bronx,BX10,5,2018,November,41.0,43.2,75.4,156.7
Bronx,BX11,5,2018,November,34.8,33.7,60.9,118.5
Bronx,BX12,5,2018,November,39.6,34.3,84.3,141.1
Manhattan,MN01,5,2018,November,50.3,42.2,75.4,143.3
Manhattan,MN02,5,2018,November,49.2,37.7,86.4,138.5
Manhattan,MN03,5,2018,November,31.4,43.1,44.4,124.5
Manhattan,MN04,5,2018,November,44.3,31.4,83.0,120.1
Manhattan,MN05,5,2018,November,40.0,28.4,64.9,104.7
Manhattan,MN06,5,2018,November,44.2,32.2,75.9,118.1
Manhattan,MN07,5,2018,November,51.2,41.5,84.5,145.8
Manhattan,MN08,5,2018,November,49.7,40.3,82.3,141.4
Manhattan,MN09,5,2018,November,38.3,52.8,50.2,155.8
Manhattan,MN10,5,2018,November,31.8,39.3,54.0,126.4
Manhattan,MN11,5,2018,November,26.5,40.5,32.1,105.1
Manhattan,MN12,5,2018,November,34.5,44.2,57.3,142.7
Queens East,QE07,5,2018,November,42.8,48.7,72.2,164.7
Queens East,QE08,5,2018,November,39.3,27.8,51.1,101.9
Queens East,QE10,5,2018,November,44.5,35.7,81.9,174.6
Queens East,QE11,5,2018,November,50.8,51.1,81.2,188.1
Queens East,QE12,5,2018,November,34.9,33.1,72.6,145.3
Queens East,QE13,5,2018,November,39.0,32.4,84.5,141.2
Queens East,QE14,5,2018,November,28.7,32.1,46.4,100.0
Queens West,QW01,5,2018,November,40.7,47.9,83.9,169.9
Queens West,QW02,5,2018,November,42.0,51.9,82.1,168.7
Queens West,QW03,5,2018,November,32.0,31.8,69.9,123.3
Queens West,QW04,5,2018,November,32.6,34.5,70.5,126.7
Queens West,QW05,5,2018,November,49.3,46.4,94.1,209.7
Queens West,QW06,5,2018,November,45.5,29.5,76.0,118.4
Queens West,QW09,5,2018,November,44.0,41.6,84.5,161.3
Staten Island,SI01,5,2018,November,43.1,38.5,75.3,152.9
Staten Island,SI02,5,2018,November,41.8,42.4,74.6,152.1
Staten Island,SI03,5,2018,November,45.0,44.3,81.3,163.3
Brooklyn North,BKN01,4,2016,October,34.3,49.9,41.0,149.0
Brooklyn North,BKN02,4,2016,October,41.3,32.8,53.9,126.6
Brooklyn North,BKN03,4,2016,October,27.9,35.3,34.9,115.3
Brooklyn North,BKN04,4,2016,October,32.5,35.5,52.4,139.6
Brooklyn North,BKN05,4,2016,October,24.0,26.6,34.8,95.9
Brooklyn North,BKN08,4,2016,October,35.5,46.9,48.2,154.2
Brooklyn North,BKN09,4,2016,October,28.8,29.9,43.4,111.8
Brooklyn North,BKN16,4,2016,October,22.2,24.9,29.7,87.3
Brooklyn North,BKN17,4,2016,October,31.5,28.9,62.1,124.4
Brooklyn South,BKS06,4,2016,October,55.9,45.9,85.6,188.0
Brooklyn South,BKS07,4,2016,October,46.5,45.2,77.8,210.4
Brooklyn South,BKS10,4,2016,October,49.2,55.3,79.2,214.5
Brooklyn South,BKS11,4,2016,October,40.9,47.6,68.7,177.5
Brooklyn South,BKS12,4,2016,October,33.7,53.7,38.1,145.5
Brooklyn South,BKS13,4,2016,October,32.2,39.8,53.3,134.3
Brooklyn South,BKS14,4,2016,October,33.3,32.4,55.7,120.8
Brooklyn South,BKS15,4,2016,October,39.9,48.5,64.5,170.8
Brooklyn South,BKS18,4,2016,October,34.7,33.6,60.2,131.9
Bronx,BX01,4,2016,October,17.1,18.8,23.3,63.6
Bronx,BX02,4,2016,October,29.8,30.2,48.7,123.3
Bronx,BX03,4,2016,October,22.4,24.5,33.0,86.9
Bronx,BX04,4,2016,October,26.5,28.0,39.9,106.3
Bronx,BX05,4,2016,October,27.7,27.8,47.5,111.8
Bronx,BX06,4,2016,October,32.1,32.9,35.9,124.8
Bronx,BX07,4,2016,October,31.5,31.8,54.3,132.1
Bronx,BX08,4,2016,October,42.8,44.8,76.6,171.1
Bronx,BX09,4,2016,October,23.5,25.2,34.8,93.5
Bronx,BX10,4,2016,October,40.8,43.0,72.3,171.9
Bronx,BX11,4,2016,October,34.0,35.9,57.7,138.2
Bronx,BX12,4,2016,October,38.8,33.8,78.7,165.9
Manhattan,MN01,4,2016,October,52.8,44.0,72.6,158.3
Manhattan,MN02,4,2016,October,50.3,37.3,77.6,146.1
Manhattan,MN03,4,2016,October,33.0,44.4,40.7,136.6
Manhattan,MN04,4,2016,October,47.1,33.5,78.5,133.9
Manhattan,MN05,4,2016,October,42.3,31.6,57.4,114.5
Manhattan,MN06,4,2016,October,46.8,35.0,73.3,132.3
Manhattan,MN07,4,2016,October,51.6,41.4,75.3,151.5
Manhattan,MN08,4,2016,October,50.9,41.4,76.1,149.2
Manhattan,MN09,4,2016,October,38.5,54.0,45.9,169.4
Manhattan,MN10,4,2016,October,33.7,38.5,48.5,141.3
Manhattan,MN11,4,2016,October,28.1,41.0,30.7,114.0
Manhattan,MN12,4,2016,October,35.6,44.5,56.6,151.4
Queens East,QE07,4,2016,October,40.6,47.5,65.6,176.2
Queens East,QE08,4,2016,October,36.9,28.4,47.3,110.2
Queens East,QE10,4,2016,October,42.8,37.1,73.5,169.5
Queens East,QE11,4,2016,October,46.1,52.3,80.4,195.9
Queens East,QE12,4,2016,October,32.3,34.5,65.0,146.8
Queens East,QE13,4,2016,October,38.6,35.6,79.6,150.9
Queens East,QE14,4,2016,October,27.6,30.6,40.2,106.0
Queens West,QW01,4,2016,October,41.8,49.4,79.8,180.6
Queens West,QW02,4,2016,October,43.0,52.5,74.9,189.3
Queens West,QW03,4,2016,October,32.8,31.4,63.0,131.4
Queens West,QW04,4,2016,October,32.5,33.1,58.3,129.8
Queens West,QW05,4,2016,October,48.9,48.1,85.8,210.5
